order_id,order_time,location,cuisine,total_items,order_value
21887,2026-03-03 22:57:00,Hyderabad,Chinese,1,501
21888,2026-01-14 13:07:00,Mumbai,Fast Food,3,474
21889,2026-06-04 12:17:00,Pune,Indian,1,1261
21890,2026-02-28 03:30:00,Pune,Fast Food,4,476
21891,2026-01-18 20:11:00,Mumbai,Indian,4,1367
21892,2026-02-04 10:19:00,Pune,Chinese,3,296
21893,2026-07-17 23:32:00,Pune,Fast Food,5,1369
21894,2026-06-25 20:04:00,Delhi,Indian,2,996
21895,2026-01-30 12:26:00,Delhi,Desserts,3,769
21896,2026-06-11 18:38:00,Bangalore,Indian,3,674
21897,2026-01-15 04:05:00,Delhi,Italian,3,269
21898,2026-07-06 19:13:00,Hyderabad,South Indian,3,151
21899,2026-01-08 21:19:00,Delhi,Fast Food,2,220
21900,2026-01-04 08:02:00,Kolkata,Biryani,6,316
21901,2026-05-04 17:59:00,Delhi,Indian,4,1223
21902,2026-01-27 06:55:00,Pune,Fast Food,5,1376
21903,2026-06-23 13:49:00,Pune,South Indian,3,260
21904,2026-01-15 21:38:00,Bangalore,North Indian,4,443
21905,2026-06-12 16:05:00,Hyderabad,Biryani,1,354
21906,2026-04-03 03:40:00,Bangalore,Indian,3,1370
21907,2026-03-15 18:10:00,Mumbai,South Indian,1,1224
21908,2026-03-27 20:41:00,Pune,Biryani,2,564
21909,2026-04-15 19:29:00,Hyderabad,Fast Food,4,204
21910,2026-06-08 09:08:00,Pune,South Indian,1,1301
21911,2026-03-13 09:04:00,Delhi,North Indian,6,464
21912,2026-02-28 13:30:00,Delhi,Italian,4,752
21913,2026-03-14 08:08:00,Delhi,Chinese,6,1008
21914,2026-04-03 22:44:00,Delhi,Fast Food,3,973
21915,2026-02-08 09:30:00,Mumbai,Fast Food,3,1213
21916,2026-02-10 08:30:00,Kolkata,Chinese,4,313
21917,2026-06-22 18:45:00,Mumbai,Indian,5,352
21918,2026-02-16 04:25:00,Mumbai,Fast Food,5,392
21919,2026-02-18 22:06:00,Hyderabad,Chinese,2,855
21920,2026-02-28 18:30:00,Bangalore,Indian,3,225
21921,2026-03-01 06:01:00,Pune,Desserts,6,231
21922,2026-04-01 19:00:00,Pune,Indian,3,903
21923,2026-03-07 02:04:00,Delhi,Desserts,2,397
21924,2026-07-03 18:54:00,Hyderabad,Italian,3,266
21925,2026-05-24 21:45:00,Kolkata,Indian,3,170
21926,2026-02-06 21:14:00,Kolkata,Desserts,6,522
21927,2026-06-25 10:40:00,Delhi,North Indian,4,640
21928,2026-05-17 18:18:00,Mumbai,Italian,4,1390
21929,2026-05-10 20:26:00,Bangalore,Italian,6,175
21930,2026-05-07 12:32:00,Kolkata,Chinese,3,846
21931,2026-07-17 20:58:00,Kolkata,Chinese,2,574
21932,2026-04-22 20:57:00,Bangalore,Chinese,3,248
21933,2026-03-05 13:06:00,Mumbai,Desserts,1,1112
21934,2026-07-20 08:32:00,Hyderabad,Biryani,4,674
21935,2026-04-19 07:49:00,Delhi,Fast Food,5,1246
21936,2026-01-13 10:52:00,Kolkata,Desserts,6,1028
21937,2026-03-01 17:54:00,Kolkata,Indian,3,163
21938,2026-01-23 10:29:00,Delhi,North Indian,2,955
21939,2026-01-04 18:49:00,Kolkata,Biryani,2,750
21940,2026-01-30 21:09:00,Hyderabad,Biryani,5,804
21941,2026-02-01 15:18:00,Hyderabad,Fast Food,2,1253
21942,2026-06-12 19:43:00,Bangalore,Chinese,2,1433
21943,2026-03-14 13:34:00,Kolkata,Indian,6,968
21944,2026-01-03 17:08:00,Mumbai,North Indian,6,1073
21945,2026-01-04 02:57:00,Pune,Indian,3,1462
21946,2026-01-07 22:46:00,Hyderabad,Biryani,6,1268
21947,2026-03-23 12:31:00,Delhi,Desserts,4,488
21948,2026-05-31 06:49:00,Bangalore,South Indian,1,1219
21949,2026-04-17 06:34:00,Delhi,Chinese,3,378
21950,2026-03-11 10:40:00,Pune,North Indian,6,1473
21951,2026-04-30 23:32:00,Kolkata,Chinese,1,763
21952,2026-04-14 22:04:00,Hyderabad,Desserts,5,907
21953,2026-06-11 09:31:00,Pune,South Indian,5,1019
21954,2026-03-10 23:16:00,Hyderabad,Fast Food,1,468
21955,2026-07-12 02:34:00,Mumbai,Italian,4,536
21956,2026-02-19 22:09:00,Pune,Italian,6,795
21957,2026-06-11 21:56:00,Hyderabad,Indian,3,1200
21958,2026-04-30 18:55:00,Kolkata,Italian,1,225
21959,2026-03-02 14:34:00,Kolkata,Chinese,4,550
21960,2026-05-07 15:21:00,Delhi,Fast Food,2,1109
21961,2026-05-23 11:59:00,Hyderabad,Italian,4,1178
21962,2026-03-29 02:30:00,Kolkata,Italian,6,933
21963,2026-02-20 23:21:00,Pune,Indian,4,1254
21964,2026-03-01 23:47:00,Mumbai,Fast Food,5,405
21965,2026-06-24 23:31:00,Delhi,Biryani,5,720
21966,2026-03-11 10:31:00,Bangalore,Italian,3,1488
21967,2026-01-04 17:21:00,Pune,Indian,6,1032
21968,2026-07-02 20:16:00,Delhi,South Indian,1,799
21969,2026-01-10 19:33:00,Delhi,Biryani,3,347
21970,2026-04-02 20:55:00,Delhi,South Indian,4,479
21971,2026-03-24 13:57:00,Pune,North Indian,6,1485
21972,2026-04-25 16:04:00,Bangalore,Chinese,2,329
21973,2026-04-01 20:42:00,Pune,Biryani,5,1258
21974,2026-06-08 16:48:00,Kolkata,Biryani,6,885
21975,2026-01-15 19:07:00,Hyderabad,Chinese,5,795
21976,2026-04-02 17:35:00,Kolkata,Fast Food,1,220
21977,2026-01-03 21:24:00,Hyderabad,Biryani,4,361
21978,2026-01-01 13:52:00,Hyderabad,Indian,2,1011
21979,2026-07-08 11:04:00,Kolkata,Fast Food,2,1275
21980,2026-07-11 03:34:00,Mumbai,North Indian,5,183
21981,2026-01-29 07:48:00,Hyderabad,North Indian,2,527
21982,2026-03-08 00:03:00,Pune,Fast Food,2,368
21983,2026-03-07 18:41:00,Delhi,Italian,2,499
21984,2026-05-19 13:53:00,Delhi,Chinese,2,362
21985,2026-02-22 00:49:00,Pune,North Indian,2,996
21986,2026-01-29 21:02:00,Bangalore,North Indian,6,1419
21987,2026-01-02 15:05:00,Kolkata,Indian,1,446
21988,2026-01-24 20:39:00,Hyderabad,North Indian,2,474
21989,2026-03-07 22:30:00,Hyderabad,North Indian,4,434
21990,2026-05-15 19:43:00,Hyderabad,Fast Food,5,363
21991,2026-02-02 20:32:00,Mumbai,North Indian,5,1496
21992,2026-06-19 03:38:00,Kolkata,Indian,6,1049
21993,2026-01-13 06:37:00,Mumbai,Indian,6,566
21994,2026-06-18 22:54:00,Mumbai,Desserts,3,228
21995,2026-01-13 22:57:00,Kolkata,Chinese,3,464
21996,2026-06-23 21:25:00,Bangalore,South Indian,5,1185
21997,2026-05-08 21:22:00,Kolkata,Indian,3,1059
21998,2026-03-26 15:59:00,Bangalore,South Indian,1,1494
21999,2026-02-13 19:06:00,Kolkata,Italian,4,619
22000,2026-04-04 11:26:00,Delhi,Italian,2,1316
22001,2026-04-28 23:17:00,Bangalore,Italian,6,1044
22002,2026-06-12 11:53:00,Kolkata,Chinese,1,1005
22003,2026-05-17 20:26:00,Kolkata,Biryani,6,484
22004,2026-06-14 09:21:00,Delhi,Italian,6,803
22005,2026-05-27 18:50:00,Kolkata,Biryani,3,488
22006,2026-02-17 21:40:00,Pune,South Indian,4,947
22007,2026-07-01 17:20:00,Hyderabad,Italian,1,1044
22008,2026-01-27 11:27:00,Pune,Chinese,3,1218
22009,2026-07-05 20:12:00,Mumbai,North Indian,1,651
22010,2026-04-13 17:20:00,Pune,North Indian,3,896
22011,2026-01-13 11:33:00,Delhi,South Indian,1,1089
22012,2026-05-14 19:33:00,Kolkata,Fast Food,5,885
22013,2026-05-20 18:48:00,Mumbai,South Indian,1,1045
22014,2026-04-27 19:58:00,Hyderabad,South Indian,5,1085
22015,2026-01-18 21:52:00,Hyderabad,Biryani,2,1175
22016,2026-06-23 18:25:00,Bangalore,South Indian,2,207
22017,2026-03-01 17:30:00,Kolkata,North Indian,3,1343
22018,2026-02-03 22:37:00,Hyderabad,Fast Food,6,791
22019,2026-07-18 09:29:00,Delhi,Italian,2,407
22020,2026-07-12 20:05:00,Kolkata,North Indian,4,1424
22021,2026-01-17 21:47:00,Bangalore,North Indian,6,1084
22022,2026-07-03 01:13:00,Kolkata,Indian,4,915
22023,2026-06-28 23:19:00,Hyderabad,Indian,3,517
22024,2026-02-10 21:24:00,Pune,Italian,5,835
22025,2026-04-07 10:12:00,Delhi,Fast Food,3,543
22026,2026-01-16 18:45:00,Kolkata,Fast Food,5,1485
22027,2026-01-11 19:05:00,Pune,Fast Food,3,319
22028,2026-04-03 21:38:00,Bangalore,Italian,3,952
22029,2026-03-08 10:28:00,Mumbai,Biryani,3,1310
22030,2026-03-31 21:21:00,Kolkata,North Indian,2,155
22031,2026-01-12 07:59:00,Kolkata,Indian,3,897
22032,2026-06-05 21:25:00,Bangalore,North Indian,1,1446
22033,2026-02-01 22:20:00,Mumbai,Indian,3,1377
22034,2026-03-13 21:59:00,Kolkata,Chinese,6,588
22035,2026-03-10 20:59:00,Kolkata,South Indian,4,1164
22036,2026-04-26 16:09:00,Hyderabad,Chinese,4,163
22037,2026-07-20 16:17:00,Hyderabad,Chinese,2,958
22038,2026-07-13 19:28:00,Mumbai,Indian,2,1324
22039,2026-02-27 20:20:00,Delhi,Desserts,6,537
22040,2026-02-04 19:25:00,Hyderabad,Italian,6,1192
22041,2026-04-03 17:54:00,Mumbai,North Indian,4,693
22042,2026-03-05 16:12:00,Kolkata,Indian,2,706
22043,2026-06-21 17:23:00,Mumbai,Fast Food,3,759
22044,2026-05-25 18:49:00,Delhi,Biryani,5,345
22045,2026-03-10 13:01:00,Bangalore,Indian,5,1454
22046,2026-02-02 18:25:00,Pune,Biryani,5,483
22047,2026-05-29 07:54:00,Pune,Biryani,2,919
22048,2026-01-10 17:08:00,Kolkata,Biryani,3,1482
22049,2026-01-28 18:34:00,Pune,South Indian,6,961
22050,2026-07-13 17:19:00,Hyderabad,Indian,4,609
22051,2026-02-03 22:56:00,Delhi,Fast Food,2,480
22052,2026-03-02 18:39:00,Mumbai,Fast Food,2,532
22053,2026-05-02 20:28:00,Mumbai,Indian,3,818
22054,2026-01-08 22:50:00,Hyderabad,Italian,4,909
22055,2026-04-07 14:26:00,Mumbai,Chinese,2,290
22056,2026-06-28 19:43:00,Pune,South Indian,1,898
22057,2026-06-01 17:05:00,Pune,South Indian,6,286
22058,2026-05-02 08:48:00,Mumbai,Indian,4,772
22059,2026-06-21 16:17:00,Kolkata,South Indian,2,1040
22060,2026-01-18 21:30:00,Pune,Chinese,3,1285
22061,2026-04-29 21:21:00,Kolkata,Indian,3,1483
22062,2026-04-03 18:49:00,Hyderabad,Biryani,1,831
22063,2026-06-11 07:06:00,Bangalore,Biryani,2,279
22064,2026-02-21 18:55:00,Mumbai,Biryani,1,1487
22065,2026-04-18 22:05:00,Hyderabad,Indian,2,607
22066,2026-05-07 07:04:00,Pune,Fast Food,5,267
22067,2026-01-12 13:44:00,Bangalore,North Indian,3,1045
22068,2026-02-02 22:19:00,Pune,Biryani,3,841
22069,2026-05-06 03:28:00,Mumbai,Desserts,2,245
22070,2026-06-21 18:59:00,Kolkata,South Indian,3,161
22071,2026-06-16 21:00:00,Kolkata,Indian,6,199
22072,2026-05-25 06:31:00,Hyderabad,Fast Food,2,716
22073,2026-06-10 20:44:00,Pune,Indian,4,307
22074,2026-02-25 09:27:00,Kolkata,Biryani,2,702
22075,2026-06-03 11:06:00,Mumbai,South Indian,2,1070
22076,2026-01-23 13:00:00,Pune,Biryani,6,1159
22077,2026-05-18 21:44:00,Bangalore,Indian,4,1400
22078,2026-06-14 18:07:00,Pune,Italian,1,634
22079,2026-04-14 13:44:00,Kolkata,Chinese,5,1082
22080,2026-02-09 10:33:00,Bangalore,Fast Food,2,183
22081,2026-05-27 10:21:00,Delhi,South Indian,1,924
22082,2026-07-12 18:26:00,Delhi,Biryani,6,1256
22083,2026-06-25 22:28:00,Bangalore,South Indian,4,411
22084,2026-05-03 00:51:00,Bangalore,North Indian,3,882
22085,2026-01-08 11:35:00,Delhi,Indian,5,463
22086,2026-01-26 08:21:00,Kolkata,Fast Food,4,723
22087,2026-01-06 20:22:00,Kolkata,Indian,2,583
22088,2026-04-12 21:02:00,Hyderabad,Biryani,3,823
22089,2026-04-01 09:49:00,Mumbai,Chinese,6,1086
22090,2026-07-20 12:03:00,Pune,Italian,5,1483
22091,2026-02-07 11:20:00,Bangalore,Italian,6,861
22092,2026-04-17 21:52:00,Delhi,Chinese,1,954
22093,2026-02-10 02:19:00,Mumbai,Chinese,1,942
22094,2026-01-20 15:46:00,Bangalore,Chinese,1,358
22095,2026-07-05 17:37:00,Hyderabad,Desserts,6,482
22096,2026-02-27 21:57:00,Mumbai,Italian,6,1481
22097,2026-03-13 11:05:00,Delhi,North Indian,4,739
22098,2026-07-06 20:58:00,Bangalore,Indian,3,1433
22099,2026-05-13 20:25:00,Kolkata,Chinese,5,1396
22100,2026-01-23 22:07:00,Hyderabad,South Indian,3,726
22101,2026-02-06 12:24:00,Hyderabad,Desserts,5,816
22102,2026-02-05 16:39:00,Pune,Fast Food,5,1329
22103,2026-04-13 09:56:00,Hyderabad,Biryani,4,550
22104,2026-02-05 11:07:00,Pune,Desserts,3,533
22105,2026-05-31 14:41:00,Delhi,North Indian,2,375
22106,2026-05-21 19:23:00,Bangalore,Indian,2,1467
22107,2026-03-24 12:19:00,Hyderabad,Indian,2,205
22108,2026-03-14 22:41:00,Bangalore,Fast Food,3,733
22109,2026-05-24 19:21:00,Hyderabad,Desserts,3,563
22110,2026-06-16 22:51:00,Pune,Desserts,1,281
22111,2026-02-03 08:08:00,Pune,North Indian,4,1130
22112,2026-02-02 20:52:00,Delhi,Fast Food,6,1313
22113,2026-05-24 18:43:00,Delhi,Biryani,4,346
22114,2026-05-13 12:39:00,Mumbai,Fast Food,2,1099
22115,2026-05-16 11:17:00,Delhi,Desserts,5,1128
22116,2026-01-27 09:30:00,Delhi,Italian,1,837
22117,2026-06-12 10:49:00,Bangalore,Italian,2,570
22118,2026-01-09 19:17:00,Pune,Desserts,2,1070
22119,2026-05-27 19:18:00,Hyderabad,Desserts,2,1027
22120,2026-07-06 11:30:00,Bangalore,Indian,1,485
22121,2026-06-17 10:10:00,Kolkata,North Indian,5,163
22122,2026-05-21 16:57:00,Kolkata,Fast Food,2,725
22123,2026-06-23 21:11:00,Mumbai,South Indian,4,1429
22124,2026-05-14 10:48:00,Kolkata,Fast Food,3,485
22125,2026-05-19 11:59:00,Bangalore,Fast Food,3,605
22126,2026-03-05 19:56:00,Pune,Indian,1,441
22127,2026-04-14 20:09:00,Delhi,Italian,2,643
22128,2026-07-08 06:34:00,Kolkata,South Indian,1,1088
22129,2026-06-23 22:13:00,Kolkata,Biryani,1,264
22130,2026-06-25 22:15:00,Mumbai,Biryani,6,1338
22131,2026-01-23 19:28:00,Mumbai,Italian,6,1122
22132,2026-05-12 21:15:00,Hyderabad,Fast Food,2,867
22133,2026-06-08 18:24:00,Hyderabad,Chinese,6,999
22134,2026-07-09 21:57:00,Mumbai,Chinese,6,895
22135,2026-01-11 18:03:00,Bangalore,Desserts,3,823
22136,2026-04-07 19:21:00,Delhi,Biryani,4,684
22137,2026-01-26 20:23:00,Delhi,South Indian,1,1312
22138,2026-02-02 10:19:00,Bangalore,Biryani,1,185
22139,2026-01-25 13:13:00,Bangalore,Fast Food,3,655
22140,2026-04-14 19:41:00,Bangalore,Chinese,4,642
22141,2026-06-30 21:14:00,Kolkata,Biryani,5,1164
22142,2026-05-07 06:28:00,Kolkata,Chinese,3,831
22143,2026-03-13 07:56:00,Kolkata,Indian,3,479
22144,2026-05-15 16:54:00,Delhi,Desserts,6,978
22145,2026-01-12 15:25:00,Mumbai,North Indian,5,582
22146,2026-05-14 16:35:00,Mumbai,Fast Food,5,371
22147,2026-05-16 20:28:00,Bangalore,Indian,4,1476
22148,2026-06-30 00:28:00,Hyderabad,South Indian,1,839
22149,2026-03-31 18:46:00,Mumbai,North Indian,1,1251
22150,2026-01-02 22:01:00,Bangalore,Biryani,4,989
22151,2026-03-20 02:05:00,Kolkata,Chinese,2,219
22152,2026-07-19 17:01:00,Delhi,Italian,4,774
22153,2026-07-14 07:03:00,Kolkata,Chinese,3,213
22154,2026-04-23 21:54:00,Hyderabad,North Indian,2,995
22155,2026-02-25 00:03:00,Hyderabad,Chinese,6,331
22156,2026-04-28 12:01:00,Kolkata,Biryani,6,1232
22157,2026-01-01 09:20:00,Hyderabad,Italian,1,438
22158,2026-02-06 19:33:00,Kolkata,Italian,2,1480
22159,2026-06-29 22:55:00,Pune,Biryani,2,784
22160,2026-05-08 12:22:00,Kolkata,Biryani,2,1322
22161,2026-03-01 13:02:00,Pune,North Indian,6,443
22162,2026-01-27 15:57:00,Mumbai,Italian,1,716
22163,2026-04-10 19:53:00,Kolkata,North Indian,1,454
22164,2026-07-13 17:40:00,Pune,Indian,3,1361
22165,2026-06-13 20:57:00,Pune,Indian,3,910
22166,2026-01-05 00:25:00,Pune,North Indian,2,335
22167,2026-06-11 20:34:00,Bangalore,Fast Food,6,520
22168,2026-03-28 11:54:00,Pune,Indian,5,566
22169,2026-01-17 18:15:00,Delhi,Indian,3,1034
22170,2026-03-19 18:29:00,Pune,Italian,2,1282
22171,2026-06-17 17:25:00,Hyderabad,Indian,3,516
22172,2026-02-03 19:32:00,Pune,Chinese,4,1308
22173,2026-07-19 04:41:00,Mumbai,Desserts,5,1498
22174,2026-04-22 15:17:00,Kolkata,Italian,2,1105
22175,2026-02-21 21:03:00,Pune,Chinese,4,595
22176,2026-06-24 12:23:00,Kolkata,Fast Food,6,1085
22177,2026-05-31 09:28:00,Kolkata,Chinese,1,1027
22178,2026-04-12 10:06:00,Delhi,Italian,2,424
22179,2026-04-25 14:05:00,Kolkata,North Indian,2,254
22180,2026-01-07 18:04:00,Pune,Italian,5,911
22181,2026-03-16 17:53:00,Mumbai,Biryani,6,1417
22182,2026-06-20 18:30:00,Hyderabad,North Indian,5,992
22183,2026-07-13 10:30:00,Mumbai,Biryani,2,1121
22184,2026-02-05 19:02:00,Bangalore,Fast Food,4,469
22185,2026-04-26 02:48:00,Bangalore,Indian,5,1093
22186,2026-07-19 10:01:00,Bangalore,South Indian,3,838
22187,2026-02-23 21:59:00,Bangalore,Desserts,1,371
22188,2026-01-09 20:47:00,Delhi,Biryani,1,735
22189,2026-03-23 21:08:00,Hyderabad,North Indian,2,1374
22190,2026-01-03 22:37:00,Hyderabad,North Indian,4,746
22191,2026-05-15 09:31:00,Bangalore,Italian,1,649
22192,2026-05-28 11:44:00,Mumbai,Desserts,4,649
22193,2026-05-21 07:28:00,Kolkata,Chinese,2,191
22194,2026-05-02 20:53:00,Pune,Biryani,2,610
22195,2026-02-26 21:46:00,Mumbai,South Indian,2,544
22196,2026-05-23 20:04:00,Hyderabad,Chinese,4,629
22197,2026-03-25 01:35:00,Pune,Indian,5,1000
22198,2026-05-01 19:45:00,Kolkata,Biryani,5,1398
22199,2026-04-13 02:30:00,Delhi,Desserts,4,1142
22200,2026-01-16 17:23:00,Hyderabad,Indian,3,702
22201,2026-02-10 22:46:00,Hyderabad,Biryani,6,722
22202,2026-01-15 12:13:00,Kolkata,South Indian,6,465
22203,2026-03-08 13:42:00,Kolkata,Chinese,5,924
22204,2026-06-18 19:08:00,Mumbai,South Indian,5,1004
22205,2026-06-19 22:27:00,Pune,South Indian,4,1461
22206,2026-03-25 15:42:00,Bangalore,Indian,5,1230
22207,2026-06-18 19:22:00,Hyderabad,Fast Food,5,1105
22208,2026-05-11 18:58:00,Kolkata,Fast Food,5,633
22209,2026-05-03 11:53:00,Pune,North Indian,3,1235
22210,2026-02-02 19:51:00,Delhi,Biryani,3,585
22211,2026-05-19 18:40:00,Bangalore,Italian,5,677
22212,2026-04-19 21:59:00,Pune,Fast Food,6,494
22213,2026-01-10 19:26:00,Kolkata,North Indian,6,777
22214,2026-07-10 12:05:00,Hyderabad,North Indian,4,787
22215,2026-03-21 18:17:00,Pune,South Indian,1,194
22216,2026-05-29 08:30:00,Pune,Italian,3,1057
22217,2026-05-09 15:19:00,Delhi,North Indian,5,1034
22218,2026-04-17 20:43:00,Hyderabad,Fast Food,2,275
22219,2026-04-09 17:56:00,Hyderabad,Fast Food,2,1389
22220,2026-05-04 18:01:00,Kolkata,Fast Food,2,340
22221,2026-04-30 21:18:00,Pune,Biryani,5,179
22222,2026-03-21 19:55:00,Pune,Biryani,4,1268
22223,2026-03-09 18:11:00,Pune,North Indian,1,1312
22224,2026-05-12 21:18:00,Mumbai,Fast Food,5,1431
22225,2026-04-08 17:13:00,Kolkata,Desserts,2,192
22226,2026-06-30 07:43:00,Mumbai,North Indian,6,536
22227,2026-07-09 10:55:00,Pune,North Indian,2,454
22228,2026-05-23 09:31:00,Kolkata,Fast Food,2,1384
22229,2026-06-24 17:27:00,Bangalore,Indian,2,176
22230,2026-01-20 23:30:00,Mumbai,Fast Food,5,1353
22231,2026-07-07 21:24:00,Bangalore,South Indian,5,569
22232,2026-04-22 21:33:00,Mumbai,Chinese,1,1211
22233,2026-04-10 10:52:00,Delhi,North Indian,1,233
22234,2026-05-28 12:43:00,Kolkata,Fast Food,2,1008
22235,2026-05-30 18:53:00,Kolkata,Biryani,1,655
22236,2026-01-16 20:17:00,Bangalore,Desserts,6,198
22237,2026-06-17 15:49:00,Pune,Biryani,2,589
22238,2026-03-17 17:05:00,Hyderabad,Fast Food,1,1322
22239,2026-03-07 12:40:00,Mumbai,Fast Food,6,422
22240,2026-02-09 19:25:00,Mumbai,North Indian,1,1403
22241,2026-03-29 19:16:00,Mumbai,Chinese,1,348
22242,2026-07-15 19:52:00,Pune,Chinese,5,796
22243,2026-01-11 19:25:00,Pune,North Indian,4,959
22244,2026-01-25 19:28:00,Kolkata,South Indian,1,816
22245,2026-04-10 09:51:00,Hyderabad,Indian,4,1464
22246,2026-07-08 17:18:00,Pune,Desserts,5,721
22247,2026-05-28 05:56:00,Delhi,South Indian,3,558
22248,2026-07-11 22:48:00,Delhi,Indian,5,161
22249,2026-07-01 05:00:00,Pune,North Indian,2,411
22250,2026-06-18 18:59:00,Hyderabad,Chinese,6,363
22251,2026-03-20 18:15:00,Pune,Italian,4,947
22252,2026-03-31 21:32:00,Delhi,Indian,1,269
22253,2026-04-10 18:16:00,Pune,Italian,6,838
22254,2026-05-09 11:21:00,Hyderabad,Italian,5,300
22255,2026-06-07 17:01:00,Pune,Fast Food,5,240
22256,2026-02-22 19:08:00,Kolkata,Indian,4,816
22257,2026-02-09 19:53:00,Kolkata,Indian,5,833
22258,2026-06-08 22:30:00,Bangalore,South Indian,3,384
22259,2026-01-27 20:48:00,Delhi,Biryani,5,1181
22260,2026-03-22 21:31:00,Kolkata,Chinese,6,1439
22261,2026-06-14 21:22:00,Kolkata,Indian,2,417
22262,2026-06-27 10:38:00,Bangalore,Fast Food,6,635
22263,2026-06-25 20:41:00,Kolkata,Biryani,4,460
22264,2026-03-06 08:31:00,Hyderabad,South Indian,6,706
22265,2026-04-14 16:19:00,Pune,Chinese,1,1209
22266,2026-07-09 15:33:00,Pune,Biryani,6,1019
22267,2026-04-11 21:50:00,Bangalore,Indian,4,578
22268,2026-05-10 22:10:00,Bangalore,Desserts,4,308
22269,2026-05-27 17:08:00,Hyderabad,Biryani,4,1063
22270,2026-01-11 11:03:00,Bangalore,Fast Food,5,1444
22271,2026-05-31 11:13:00,Kolkata,Desserts,1,440
22272,2026-04-25 18:52:00,Delhi,Chinese,5,779
22273,2026-06-05 16:40:00,Hyderabad,Chinese,3,461
22274,2026-06-20 07:05:00,Pune,North Indian,3,1459
22275,2026-06-28 22:08:00,Mumbai,Desserts,1,786
22276,2026-04-23 02:06:00,Hyderabad,Chinese,4,1482
22277,2026-07-08 08:53:00,Bangalore,South Indian,5,699
22278,2026-02-01 23:21:00,Hyderabad,Fast Food,1,519
22279,2026-05-02 14:34:00,Pune,Chinese,2,1004
22280,2026-03-10 20:42:00,Mumbai,Indian,6,1436
22281,2026-01-14 20:03:00,Delhi,Chinese,3,1164
22282,2026-02-28 01:16:00,Delhi,South Indian,4,455
22283,2026-02-07 21:23:00,Mumbai,North Indian,4,233
22284,2026-07-13 23:36:00,Delhi,North Indian,1,327
22285,2026-03-23 18:48:00,Kolkata,North Indian,2,1084
22286,2026-02-18 09:37:00,Hyderabad,Fast Food,3,1253
22287,2026-01-08 14:10:00,Hyderabad,North Indian,6,956
22288,2026-05-25 21:32:00,Mumbai,Fast Food,5,748
22289,2026-07-14 16:47:00,Kolkata,Biryani,6,862
22290,2026-02-08 23:26:00,Hyderabad,Fast Food,6,470
22291,2026-05-15 08:33:00,Mumbai,Indian,5,1029
22292,2026-05-09 09:14:00,Delhi,Fast Food,5,583
22293,2026-04-19 18:47:00,Delhi,Biryani,5,1006
22294,2026-07-11 02:34:00,Bangalore,Indian,5,265
22295,2026-04-28 21:43:00,Bangalore,Chinese,1,282
22296,2026-06-21 19:37:00,Mumbai,North Indian,3,356
22297,2026-05-30 21:41:00,Hyderabad,South Indian,1,528
22298,2026-01-15 21:58:00,Bangalore,Biryani,2,1234
22299,2026-01-05 17:52:00,Mumbai,Fast Food,2,1358
22300,2026-07-09 11:57:00,Mumbai,Fast Food,4,745
22301,2026-03-31 20:17:00,Bangalore,Chinese,2,1064
22302,2026-02-28 14:02:00,Kolkata,Indian,6,604
22303,2026-04-15 02:16:00,Delhi,North Indian,5,863
22304,2026-02-23 05:51:00,Delhi,Indian,6,522
22305,2026-03-09 22:47:00,Kolkata,Biryani,3,1373
22306,2026-05-29 23:47:00,Pune,Indian,4,804
22307,2026-01-20 06:45:00,Mumbai,North Indian,2,470
22308,2026-04-16 08:01:00,Kolkata,Indian,5,967
22309,2026-05-03 16:41:00,Mumbai,North Indian,6,481
22310,2026-01-16 15:31:00,Pune,Indian,6,1008
22311,2026-06-14 13:01:00,Mumbai,Indian,1,681
22312,2026-02-24 19:17:00,Kolkata,Indian,1,825
22313,2026-04-07 19:59:00,Kolkata,Desserts,5,1125
22314,2026-05-08 20:49:00,Delhi,Fast Food,4,1464
22315,2026-04-04 02:53:00,Mumbai,Biryani,6,706
22316,2026-01-18 08:11:00,Kolkata,Chinese,4,349
22317,2026-06-20 12:48:00,Mumbai,Desserts,1,343
22318,2026-03-27 02:27:00,Kolkata,Biryani,4,1161
22319,2026-07-02 20:22:00,Bangalore,Fast Food,5,520
22320,2026-04-10 08:00:00,Bangalore,North Indian,2,472
22321,2026-03-31 17:19:00,Bangalore,South Indian,6,977
22322,2026-04-21 15:06:00,Pune,Chinese,3,877
22323,2026-03-25 12:50:00,Delhi,Indian,1,849
22324,2026-01-23 17:02:00,Delhi,Biryani,3,383
22325,2026-02-28 21:31:00,Bangalore,Fast Food,4,189
22326,2026-05-04 11:09:00,Delhi,Chinese,1,1032
22327,2026-02-12 09:05:00,Mumbai,South Indian,1,611
22328,2026-06-03 18:30:00,Mumbai,Chinese,2,1124
22329,2026-03-14 14:38:00,Bangalore,North Indian,2,433
22330,2026-05-19 20:29:00,Hyderabad,Desserts,1,823
22331,2026-06-19 08:13:00,Delhi,Biryani,3,911
22332,2026-03-21 16:45:00,Delhi,Chinese,5,1435
22333,2026-03-21 11:40:00,Delhi,Indian,1,215
22334,2026-04-19 22:10:00,Pune,Chinese,1,690
22335,2026-07-19 14:24:00,Pune,Biryani,3,542
22336,2026-06-23 20:38:00,Bangalore,Indian,1,182
22337,2026-07-19 19:02:00,Delhi,Biryani,6,768
22338,2026-04-18 04:42:00,Kolkata,Biryani,4,1263
